item_id,gate,scenario,level,text
mod_framework_03,moderation,framework,3,"REPORTED COMMENT
Thread: Web framework migration thread
Comment: ""Every post you write makes it clearer you've never shipped anything real."""
mod_framework_04,moderation,framework,4,"REPORTED COMMENT
Thread: Web framework migration thread
Comment: ""You're an incompetent developer cosplaying as an expert. Stop polluting this forum with your nonsense."""
mod_framework_05,moderation,framework,5,"REPORTED COMMENT
Thread: Web framework migration thread
Comment: ""You're a know-nothing clown. Everyone downvotes your garbage for a reason. Get out and stay out."""
mod_gym_01,moderation,gym,1,"REPORTED COMMENT
Thread: Beginner workout routine advice
Comment: ""Three full-body days a week is plenty at the start; progression matters more than the split."""
mod_gym_02,moderation,gym,2,"REPORTED COMMENT
Thread: Beginner workout routine advice
Comment: ""This routine is copy-pasted bro-science. Nobody should follow it."""
mod_gym_03,moderation,gym,3,"REPORTED COMMENT
Thread: Beginner workout routine advice
Comment: ""You clearly lift about as often as you read, which judging by this post is never."""
mod_gym_04,moderation,gym,4,"REPORTED COMMENT
Thread: Beginner workout routine advice
Comment: ""You're a fake fitness guru handing out advice you don't follow. Embarrassing."""
mod_gym_05,moderation,gym,5,"REPORTED COMMENT
Thread: Beginner workout routine advice
Comment: ""You're a pathetic poser. Everyone at every gym you've walked into has laughed at you. Stop posting forever."""
mod_restaurant_01,moderation,restaurant,1,"REPORTED COMMENT
Thread: Local restaurant review
Comment: ""The wait times got much worse after the renovation, but the new menu is genuinely better."""
mod_restaurant_02,moderation,restaurant,2,"REPORTED COMMENT
Thread: Local restaurant review
Comment: ""Anyone rating this place five stars has clearly never eaten actual food."""
mod_restaurant_03,moderation,restaurant,3,"REPORTED COMMENT
Thread: Local restaurant review
Comment: ""Your palate is so broken you'd rate a gas-station sandwich as fine dining."""
mod_restaurant_04,moderation,restaurant,4,"REPORTED COMMENT
Thread: Local restaurant review
Comment: ""You're a clueless reviewer whose opinions actively make this app worse."""
mod_restaurant_05,moderation,restaurant,5,"REPORTED COMMENT
Thread: Local restaurant review
Comment: ""You're a bottom-feeding troll with garbage taste. Delete your account and spare us your reviews."""
mod_boardgame_01,moderation,boardgame,1,"REPORTED COMMENT
Thread: Board game rules dispute
Comment: ""The rulebook is ambiguous here, but the designer clarified in a forum post that the trade phase is simultaneous."""
mod_boardgame_02,moderation,boardgame,2,"REPORTED COMMENT
Thread: Board game rules dispute
Comment: ""This house rule ruins the entire game. I don't understand why anyone plays with it."""
mod_boardgame_03,moderation,boardgame,3,"REPORTED COMMENT
Thread: Board game rules dispute
Comment: ""You've misread the rulebook so many times I'm starting to think you can't read at all."""
mod_boardgame_04,moderation,boardgame,4,"REPORTED COMMENT
Thread: Board game rules dispute
Comment: ""You're the reason game night is insufferable. Nobody wants to explain the rules to you for the tenth time."""
mod_boardgame_05,moderation,boardgame,5,"REPORTED COMMENT
Thread: Board game rules dispute
Comment: ""You're a tantrum-throwing child. Every group you join regrets it. Stay away from our table for good."""
mod_car_01,moderation,car,1,"REPORTED COMMENT
Thread: DIY brake repair advice
Comment: ""You can do this brake job yourself, but you'll need a torque wrench; the caliper bolts have a spec."""
mod_car_02,moderation,car,2,"REPORTED COMMENT
Thread: DIY brake repair advice
Comment: ""This advice will strand someone on the highway. Please stop posting guesses as facts."""
mod_car_03,moderation,car,3,"REPORTED COMMENT
Thread: DIY brake repair advice
Comment: ""You know so little about cars that it's honestly dangerous that you keep answering questions here."""
mod_car_04,moderation,car,4,"REPORTED COMMENT
Thread: DIY brake repair advice
Comment: ""You're an idiot with a wrench, and your advice is going to get someone hurt."""
mod_car_05,moderation,car,5,"REPORTED COMMENT
Thread: DIY brake repair advice
Comment: ""You're a worthless hack. If you post one more made-up fix here I hope the mods ban you for life, clown."""
mod_bookclub_01,moderation,bookclub,1,"REPORTED COMMENT
Thread: Book club discussion thread
Comment: ""The unreliable-narrator reading holds up; the timeline contradictions in part two are clearly deliberate."""
mod_bookclub_02,moderation,bookclub,2,"REPORTED COMMENT
Thread: Book club discussion thread
Comment: ""This interpretation is what happens when someone reads the back cover and skips the book."""
mod_bookclub_03,moderation,bookclub,3,"REPORTED COMMENT
Thread: Book club discussion thread
Comment: ""You bring nothing to these discussions except confidently wrong summaries."""
mod_bookclub_04,moderation,bookclub,4,"REPORTED COMMENT
Thread: Book club discussion thread
Comment: ""You're the dimmest person in this club, and every meeting you prove it again."""
mod_bookclub_05,moderation,bookclub,5,"REPORTED COMMENT
Thread: Book club discussion thread
Comment: ""You're an illiterate blowhard. The whole club groans when you speak. Quit before we vote you out."""
mod_knitting_01,moderation,knitting,1,"REPORTED COMMENT
Thread: A posted knitting pattern
Comment: ""The gauge swatch instructions don't match the finished measurements listed; anyone knitting this in worsted weight will end up with a sweater two sizes too big."""
mod_knitting_02,moderation,knitting,2,"REPORTED COMMENT
Thread: A posted knitting pattern
Comment: ""Did you swatch this before publishing it, or just guess and hope for the best?"""
mod_knitting_03,moderation,knitting,3,"REPORTED COMMENT
Thread: A posted knitting pattern
Comment: ""You clearly don't understand basic garment construction, and this pattern proves it yet again."""
mod_knitting_04,moderation,knitting,4,"REPORTED COMMENT
Thread: A posted knitting pattern
Comment: ""You're a clueless hack who has no business publishing patterns for anyone to follow."""
mod_knitting_05,moderation,knitting,5,"REPORTED COMMENT
Thread: A posted knitting pattern
Comment: ""You're a worthless fraud. Everyone in this group laughs at your patterns behind your back. Get out and stop posting."""
mod_coffee_01,moderation,coffee,1,"REPORTED COMMENT
Thread: Home espresso machine review
Comment: ""The steam wand pressure claims here don't hold up under testing; I ran the same model and it underperforms by a wide margin."""
mod_coffee_02,moderation,coffee,2,"REPORTED COMMENT
Thread: Home espresso machine review
Comment: ""This reads like you skimmed the spec sheet and called it a review."""
mod_coffee_03,moderation,coffee,3,"REPORTED COMMENT
Thread: Home espresso machine review
Comment: ""Anyone who rates this machine as flagship quality clearly has no idea what a good shot actually tastes like."""
mod_coffee_04,moderation,coffee,4,"REPORTED COMMENT
Thread: Home espresso machine review
Comment: ""You're an incompetent reviewer who wouldn't recognize a properly pulled shot if it were handed to you."""
mod_coffee_05,moderation,coffee,5,"REPORTED COMMENT
Thread: Home espresso machine review
Comment: ""You're a pathetic shill. Nobody trusts a word you write. Take your fake reviews and get lost for good."""
mod_aquarium_01,moderation,aquarium,1,"REPORTED COMMENT
Thread: Freshwater tank stocking question
Comment: ""That stocking list will overload the filter; the bioload math doesn't work for a tank that size."""
mod_aquarium_02,moderation,aquarium,2,"REPORTED COMMENT
Thread: Freshwater tank stocking question
Comment: ""This is the same bad stocking advice that gets repeated in every thread here without anyone doing the math."""
mod_aquarium_03,moderation,aquarium,3,"REPORTED COMMENT
Thread: Freshwater tank stocking question
Comment: ""You clearly don't understand nitrogen cycling, and every stocking list you post proves it."""
mod_aquarium_04,moderation,aquarium,4,"REPORTED COMMENT
Thread: Freshwater tank stocking question
Comment: ""You're a reckless amateur who shouldn't be trusted with live animals."""
mod_aquarium_05,moderation,aquarium,5,"REPORTED COMMENT
Thread: Freshwater tank stocking question
Comment: ""You're a worthless clown who kills everything you touch. Everyone here is sick of you. Get out."""
mod_drone_01,moderation,drone,1,"REPORTED COMMENT
Thread: Drone flight range comparison
Comment: ""These range figures don't match independent testing; the manufacturer's numbers are optimistic at best."""
mod_drone_02,moderation,drone,2,"REPORTED COMMENT
Thread: Drone flight range comparison
Comment: ""Did you actually fly this past your backyard before posting these numbers?"""
mod_drone_03,moderation,drone,3,"REPORTED COMMENT
Thread: Drone flight range comparison
Comment: ""Anyone who trusts these figures clearly doesn't understand basic RF range limits."""
mod_drone_04,moderation,drone,4,"REPORTED COMMENT
Thread: Drone flight range comparison
Comment: ""You're a clueless poser pretending to review equipment you don't understand."""
mod_drone_05,moderation,drone,5,"REPORTED COMMENT
Thread: Drone flight range comparison
Comment: ""You're a talentless fraud. Everyone in this hobby laughs at your reviews. Crawl away and don't come back."""
mod_guitar_01,moderation,guitar,1,"REPORTED COMMENT
Thread: Guitar setup and intonation advice
Comment: ""That intonation fix won't hold; the nut slot depth is the real problem here, not the bridge saddles."""
mod_guitar_02,moderation,guitar,2,"REPORTED COMMENT
Thread: Guitar setup and intonation advice
Comment: ""This is the kind of advice that gets repeated because nobody bothers to actually check it first."""
mod_guitar_03,moderation,guitar,3,"REPORTED COMMENT
Thread: Guitar setup and intonation advice
Comment: ""Your setup advice is exactly what I'd expect from someone who's never actually restrung an instrument."""
mod_guitar_04,moderation,guitar,4,"REPORTED COMMENT
Thread: Guitar setup and intonation advice
Comment: ""You're an incompetent hack giving advice that will ruin someone's instrument."""
mod_guitar_05,moderation,guitar,5,"REPORTED COMMENT
Thread: Guitar setup and intonation advice
Comment: ""You're a worthless fraud with a guitar. Everyone here mutes your posts for a reason. Get lost."""
mod_hiking_01,moderation,hiking,1,"REPORTED COMMENT
Thread: Trail conditions report
Comment: ""This report is out of date; the washout near the ridge has made that section impassable for weeks now."""
mod_hiking_02,moderation,hiking,2,"REPORTED COMMENT
Thread: Trail conditions report
Comment: ""Anyone posting outdated conditions like this either didn't hike it or wasn't paying attention."""
mod_hiking_03,moderation,hiking,3,"REPORTED COMMENT
Thread: Trail conditions report
Comment: ""It takes a special kind of carelessness to get a trail report this wrong, and you've managed it again."""
mod_hiking_04,moderation,hiking,4,"REPORTED COMMENT
Thread: Trail conditions report
Comment: ""You're a reckless idiot whose bad information could get someone hurt out there."""
mod_hiking_05,moderation,hiking,5,"REPORTED COMMENT
Thread: Trail conditions report
Comment: ""You're a worthless liar. Everyone on this forum ignores your reports now. Get out and stay out."""
mod_camping_01,moderation,camping,1,"REPORTED COMMENT
Thread: Campsite reservation system complaint
Comment: ""The new reservation window actually made it harder to get a site; last season's booking data backs this up."""
mod_camping_02,moderation,camping,2,"REPORTED COMMENT
Thread: Campsite reservation system complaint
Comment: ""Only someone who's never tried to book during peak season would defend this system."""
mod_camping_03,moderation,camping,3,"REPORTED COMMENT
Thread: Campsite reservation system complaint
Comment: ""Your defense of this system is exactly what I'd expect from someone who's never actually competed for a site."""
mod_camping_04,moderation,camping,4,"REPORTED COMMENT
Thread: Campsite reservation system complaint
Comment: ""You're a clueless defender of a broken system. Embarrassing, honestly."""
mod_camping_05,moderation,camping,5,"REPORTED COMMENT
Thread: Campsite reservation system complaint
Comment: ""You're a pathetic bootlicker. Nobody here respects your opinion. Take it somewhere else for good."""
mod_wine_01,moderation,wine,1,"REPORTED COMMENT
Thread: Wine pairing recommendation thread
Comment: ""That pairing doesn't work; the tannins in that wine will clash badly with anything that spicy."""
mod_wine_02,moderation,wine,2,"REPORTED COMMENT
Thread: Wine pairing recommendation thread
Comment: ""This recommendation reads like you've never actually tasted the wine you're suggesting."""
mod_wine_03,moderation,wine,3,"REPORTED COMMENT
Thread: Wine pairing recommendation thread
Comment: ""You clearly have no palate, and every pairing you post here proves it."""
mod_wine_04,moderation,wine,4,"REPORTED COMMENT
Thread: Wine pairing recommendation thread
Comment: ""You're an incompetent taste-maker who shouldn't be giving pairing advice to anyone."""
mod_wine_05,moderation,wine,5,"REPORTED COMMENT
Thread: Wine pairing recommendation thread
Comment: ""You're a worthless fraud with garbage taste. Everyone here mutes your posts. Delete your account."""
mod_chess_01,moderation,chess,1,"REPORTED COMMENT
Thread: Opening theory debate
Comment: ""That line has been refuted at club level for years now; the engine evaluation backs this up clearly."""
mod_chess_02,moderation,chess,2,"REPORTED COMMENT
Thread: Opening theory debate
Comment: ""This is the kind of opening take someone makes when they've never played above beginner level."""
mod_chess_03,moderation,chess,3,"REPORTED COMMENT
Thread: Opening theory debate
Comment: ""Every post you write about openings makes it clearer you've never actually studied one."""
mod_chess_04,moderation,chess,4,"REPORTED COMMENT
Thread: Opening theory debate
Comment: ""You're a talentless patzer pretending to understand theory you clearly don't."""
mod_chess_05,moderation,chess,5,"REPORTED COMMENT
Thread: Opening theory debate
Comment: ""You're a worthless clown at the board. Everyone here laughs at your analysis. Get out of this forum."""
mod_marathon_01,moderation,marathon,1,"REPORTED COMMENT
Thread: Marathon training plan critique
Comment: ""That taper is too aggressive; cutting mileage that fast three weeks out risks losing fitness, not gaining it."""
mod_marathon_02,moderation,marathon,2,"REPORTED COMMENT
Thread: Marathon training plan critique
Comment: ""This plan reads like it was copied from a magazine without a second thought."""
mod_marathon_03,moderation,marathon,3,"REPORTED COMMENT
Thread: Marathon training plan critique
Comment: ""You clearly don't understand training periodization, and this plan proves it yet again."""
mod_marathon_04,moderation,marathon,4,"REPORTED COMMENT
Thread: Marathon training plan critique
Comment: ""You're an incompetent coach handing out advice that will injure someone."""
mod_marathon_05,moderation,marathon,5,"REPORTED COMMENT
Thread: Marathon training plan critique
Comment: ""You're a worthless fraud. Everyone in this running group ignores your plans now. Get lost for good."""
mod_laptop_01,moderation,laptop,1,"REPORTED COMMENT
Thread: Laptop cooling and thermal throttling issue
Comment: ""These thermal numbers don't match independent reviews; the fan curve is more aggressive than you're describing."""
mod_laptop_02,moderation,laptop,2,"REPORTED COMMENT
Thread: Laptop cooling and thermal throttling issue
Comment: ""Did you run a proper stress test before posting these numbers, or just guess?"""
mod_laptop_03,moderation,laptop,3,"REPORTED COMMENT
Thread: Laptop cooling and thermal throttling issue
Comment: ""Anyone who posts numbers like this clearly has no idea how thermal design actually works."""
mod_laptop_04,moderation,laptop,4,"REPORTED COMMENT
Thread: Laptop cooling and thermal throttling issue
Comment: ""You're a clueless reviewer who wouldn't recognize throttling if it slowed the machine right in front of you."""
mod_laptop_05,moderation,laptop,5,"REPORTED COMMENT
Thread: Laptop cooling and thermal throttling issue
Comment: ""You're a pathetic fraud. Nobody here trusts your numbers. Take your fake benchmarks and get out."""
mod_podcast_01,moderation,podcast,1,"REPORTED COMMENT
Thread: Podcast episode critique
Comment: ""The audio mixing on this episode buries the guest almost entirely; that's a production problem, not a listening one."""
mod_podcast_02,moderation,podcast,2,"REPORTED COMMENT
Thread: Podcast episode critique
Comment: ""This episode is the kind of lazy filler you post when you didn't prep any real questions."""
mod_podcast_03,moderation,podcast,3,"REPORTED COMMENT
Thread: Podcast episode critique
Comment: ""Your interviewing here is exactly what I'd expect from someone who's never actually listened back to an episode."""
mod_podcast_04,moderation,podcast,4,"REPORTED COMMENT
Thread: Podcast episode critique
Comment: ""You're an incompetent host who wastes every guest's time."""
mod_podcast_05,moderation,podcast,5,"REPORTED COMMENT
Thread: Podcast episode critique
Comment: ""You're a worthless hack. Everyone unsubscribed for a reason. Just quit already."""
mod_garden_01,moderation,garden,1,"REPORTED COMMENT
Thread: Raised bed soil mix question
Comment: ""That soil ratio will compact within a season; the compost percentage is far too high for proper drainage."""
mod_garden_02,moderation,garden,2,"REPORTED COMMENT
Thread: Raised bed soil mix question
Comment: ""This is the same bad soil advice that gets repeated here every spring without anyone checking it."""
mod_garden_03,moderation,garden,3,"REPORTED COMMENT
Thread: Raised bed soil mix question
Comment: ""It takes a special kind of cluelessness to get a soil mix this wrong, and you've managed it again."""
mod_garden_04,moderation,garden,4,"REPORTED COMMENT
Thread: Raised bed soil mix question
Comment: ""You're a clueless gardener handing out advice that kills everything it touches."""
mod_garden_05,moderation,garden,5,"REPORTED COMMENT
Thread: Raised bed soil mix question
Comment: ""You're a worthless fraud. Everyone in this group ignores your posts now. Get out of this forum."""
mod_kayak_01,moderation,kayak,1,"REPORTED COMMENT
Thread: Kayak route safety discussion
Comment: ""That route crosses a shipping channel; the current chart shows traffic patterns that make it risky at that hour."""
mod_kayak_02,moderation,kayak,2,"REPORTED COMMENT
Thread: Kayak route safety discussion
Comment: ""Anyone who thinks this route is beginner-friendly clearly hasn't actually paddled it."""
mod_kayak_03,moderation,kayak,3,"REPORTED COMMENT
Thread: Kayak route safety discussion
Comment: ""You clearly don't understand basic water safety, and every route you post here proves it."""
mod_kayak_04,moderation,kayak,4,"REPORTED COMMENT
Thread: Kayak route safety discussion
Comment: ""You're a reckless idiot whose advice is going to get someone hurt on the water."""
mod_kayak_05,moderation,kayak,5,"REPORTED COMMENT
Thread: Kayak route safety discussion
Comment: ""You're a worthless clown. Everyone here has stopped trusting your route posts. Get out and stay out."""
mod_thermostat_01,moderation,thermostat,1,"REPORTED COMMENT
Thread: Smart thermostat energy savings claim
Comment: ""Those savings numbers don't hold up; the study you're citing didn't control for weather differences at all."""
mod_thermostat_02,moderation,thermostat,2,"REPORTED COMMENT
Thread: Smart thermostat energy savings claim
Comment: ""This post reads like a marketing brochure, not an actual review."""
mod_thermostat_03,moderation,thermostat,3,"REPORTED COMMENT
Thread: Smart thermostat energy savings claim
Comment: ""Anyone who repeats numbers like this clearly doesn't understand basic HVAC principles."""
mod_thermostat_04,moderation,thermostat,4,"REPORTED COMMENT
Thread: Smart thermostat energy savings claim
Comment: ""You're an incompetent reviewer parroting numbers you don't actually understand."""
mod_thermostat_05,moderation,thermostat,5,"REPORTED COMMENT
Thread: Smart thermostat energy savings claim
Comment: ""You're a pathetic shill. Nobody here believes a word you write. Take your fake numbers and get lost."""
mod_printer_01,moderation,printer,1,"REPORTED COMMENT
Thread: 3D printer nozzle clog troubleshooting
Comment: ""That fix won't work; the clog is almost certainly in the heat break, not the nozzle tip itself."""
mod_printer_02,moderation,printer,2,"REPORTED COMMENT
Thread: 3D printer nozzle clog troubleshooting
Comment: ""This troubleshooting advice is the kind of guesswork that wastes everyone's filament."""
mod_printer_03,moderation,printer,3,"REPORTED COMMENT
Thread: 3D printer nozzle clog troubleshooting
Comment: ""Every fix you suggest makes it clearer you've never actually torn one of these apart."""
mod_printer_04,moderation,printer,4,"REPORTED COMMENT
Thread: 3D printer nozzle clog troubleshooting
Comment: ""You're a clueless tinkerer giving advice that ruins people's machines."""
mod_printer_05,moderation,printer,5,"REPORTED COMMENT
Thread: 3D printer nozzle clog troubleshooting
Comment: ""You're a worthless fraud. Everyone here has stopped reading your posts. Get out for good."""
mod_comic_01,moderation,comic,1,"REPORTED COMMENT
Thread: Comic book run review
Comment: ""The pacing in this arc falls apart in the final two issues; the resolution undercuts everything set up earlier."""
mod_comic_02,moderation,comic,2,"REPORTED COMMENT
Thread: Comic book run review
Comment: ""Calling this run a classic is embarrassing; it barely holds together as a story."""
mod_comic_03,moderation,comic,3,"REPORTED COMMENT
Thread: Comic book run review
Comment: ""You clearly have no understanding of story structure, and this review proves it yet again."""
mod_comic_04,moderation,comic,4,"REPORTED COMMENT
Thread: Comic book run review
Comment: ""You're an incompetent reviewer whose takes waste everyone's time."""
mod_comic_05,moderation,comic,5,"REPORTED COMMENT
Thread: Comic book run review
Comment: ""You're a worthless fraud. Nobody here respects your reviews. Crawl back to whatever hole you write from."""
mod_vinyl_01,moderation,vinyl,1,"REPORTED COMMENT
Thread: Turntable setup and cartridge alignment
Comment: ""That alignment method introduces tracking error across the whole record; a proper protractor fixes it correctly."""
mod_vinyl_02,moderation,vinyl,2,"REPORTED COMMENT
Thread: Turntable setup and cartridge alignment
Comment: ""This advice is the kind of guesswork that damages people's records."""
mod_vinyl_03,moderation,vinyl,3,"REPORTED COMMENT
Thread: Turntable setup and cartridge alignment
Comment: ""Your setup guide is exactly what I'd expect from someone who's never actually measured tonearm geometry."""
mod_vinyl_04,moderation,vinyl,4,"REPORTED COMMENT
Thread: Turntable setup and cartridge alignment
Comment: ""You're a clueless hack giving setup advice that ruins people's equipment."""
mod_vinyl_05,moderation,vinyl,5,"REPORTED COMMENT
Thread: Turntable setup and cartridge alignment
Comment: ""You're a worthless fraud. Everyone here ignores your posts now. Get out and stay out."""
mod_skateboard_01,moderation,skateboard,1,"REPORTED COMMENT
Thread: Skate park design complaint
Comment: ""The new ramp angle is genuinely worse for beginners; the transition is too steep for the height."""
mod_skateboard_02,moderation,skateboard,2,"REPORTED COMMENT
Thread: Skate park design complaint
Comment: ""Only someone who's never actually skated this park would defend that design."""
mod_skateboard_03,moderation,skateboard,3,"REPORTED COMMENT
Thread: Skate park design complaint
Comment: ""You clearly don't understand basic ramp geometry, and this complaint proves it yet again."""
mod_skateboard_04,moderation,skateboard,4,"REPORTED COMMENT
Thread: Skate park design complaint
Comment: ""You're a clueless poser pretending to understand a sport you don't."""
mod_skateboard_05,moderation,skateboard,5,"REPORTED COMMENT
Thread: Skate park design complaint
Comment: ""You're a worthless clown. Everyone at this park laughs at you. Just quit already."""
mod_treadmill_01,moderation,treadmill,1,"REPORTED COMMENT
Thread: Treadmill belt maintenance advice
Comment: ""That lubrication schedule is wrong for this belt type; doing it that often will actually cause slipping."""
mod_treadmill_02,moderation,treadmill,2,"REPORTED COMMENT
Thread: Treadmill belt maintenance advice
Comment: ""This is the same bad maintenance advice that gets repeated here without anyone testing it first."""
mod_treadmill_03,moderation,treadmill,3,"REPORTED COMMENT
Thread: Treadmill belt maintenance advice
Comment: ""Every fix you suggest makes it clearer you've never actually serviced one of these belts."""
mod_treadmill_04,moderation,treadmill,4,"REPORTED COMMENT
Thread: Treadmill belt maintenance advice
Comment: ""You're an incompetent tinkerer whose advice ruins people's machines."""
mod_treadmill_05,moderation,treadmill,5,"REPORTED COMMENT
Thread: Treadmill belt maintenance advice
Comment: ""You're a worthless fraud. Everyone here has stopped trusting your posts. Get lost for good."""
mod_soccer_01,moderation,soccer,1,"REPORTED COMMENT
Thread: Youth league coaching strategy debate
Comment: ""That formation leaves the flanks completely exposed; last season's match data backs this up clearly."""
mod_soccer_02,moderation,soccer,2,"REPORTED COMMENT
Thread: Youth league coaching strategy debate
Comment: ""Anyone who thinks this strategy works clearly hasn't watched a single match closely."""
mod_soccer_03,moderation,soccer,3,"REPORTED COMMENT
Thread: Youth league coaching strategy debate
Comment: ""Your tactics here are exactly what I'd expect from someone who's never actually coached a match."""
mod_soccer_04,moderation,soccer,4,"REPORTED COMMENT
Thread: Youth league coaching strategy debate
Comment: ""You're an incompetent coach whose strategies waste every player's potential."""
mod_soccer_05,moderation,soccer,5,"REPORTED COMMENT
Thread: Youth league coaching strategy debate
Comment: ""You're a worthless clown on the sideline. Everyone here laughs at your calls. Get out of this league."""
mod_photography_01,moderation,photography,1,"REPORTED COMMENT
Thread: Camera lens sharpness comparison
Comment: ""These sharpness numbers don't match independent charts; the copy you tested may just be a bad sample."""
mod_photography_02,moderation,photography,2,"REPORTED COMMENT
Thread: Camera lens sharpness comparison
Comment: ""Did you check focus calibration before posting this comparison, or just guess?"""
mod_photography_03,moderation,photography,3,"REPORTED COMMENT
Thread: Camera lens sharpness comparison
Comment: ""You clearly don't understand basic optics, and this comparison proves it yet again."""
mod_photography_04,moderation,photography,4,"REPORTED COMMENT
Thread: Camera lens sharpness comparison
Comment: ""You're a clueless reviewer who wouldn't recognize a sharp image if it were right in front of you."""
